transaction_id,customer_id,timestamp,amount,currency,payment_method,provider,status,failure_reason,retry_count,customer_type,customer_lifetime_value,previous_failures,is_recoverable,ground_truth_action,ground_truth_priority
TXN_000043,CUST_05810,2026-06-28 00:28:37,1892.18,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,81370.21,0,NO,NO_ACTION,NONE
TXN_000044,CUST_13624,2026-06-28 00:28:38,3542.26,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,95301.61,0,NO,NO_ACTION,NONE
TXN_000045,CUST_13604,2026-06-28 00:28:48,4470.07,INR,WALLET,Provider_D,FAILED,BANK_TIMEOUT,0,REGULAR,49097.08,0,YES,RETRY,MEDIUM
TXN_000046,CUST_20028,2026-06-28 00:29:32,329.18,INR,UPI,Provider_B,SUCCESS,NONE,0,NEW,959.7,0,NO,NO_ACTION,NONE
TXN_000047,CUST_11960,2026-06-28 00:29:58,18835.29,INR,UPI,Provider_C,SUCCESS,NONE,0,HIGH_VALUE,5456576.63,1,NO,NO_ACTION,NONE
TXN_000048,CUST_23596,2026-06-28 00:32:50,7087.81,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,353196.82,1,NO,NO_ACTION,NONE
TXN_000049,CUST_08473,2026-06-28 00:33:41,1911.06,INR,CREDIT_CARD,Provider_C,SUCCESS,NONE,0,REGULAR,97057.36,0,NO,NO_ACTION,NONE
TXN_000050,CUST_11563,2026-06-28 00:35:18,21930.08,INR,CREDIT_CARD,Provider_C,SUCCESS,NONE,0,HIGH_VALUE,4143303.65,0,NO,NO_ACTION,NONE
TXN_000051,CUST_19315,2026-06-28 00:35:53,1759.04,INR,DEBIT_CARD,Provider_B,SUCCESS,NONE,0,REGULAR,108627.74,1,NO,NO_ACTION,NONE
TXN_000052,CUST_16515,2026-06-28 00:37:34,12236.4,INR,CREDIT_CARD,Provider_B,SUCCESS,NONE,0,HIGH_VALUE,4158260.04,2,NO,NO_ACTION,NONE
TXN_000053,CUST_04219,2026-06-28 00:38:34,964.86,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,REGULAR,148762.51,2,NO,NO_ACTION,NONE
TXN_000054,CUST_13061,2026-06-28 00:38:37,1305.75,INR,DEBIT_CARD,Provider_C,SUCCESS,NONE,0,REGULAR,117124.99,0,NO,NO_ACTION,NONE
TXN_000055,CUST_01899,2026-06-28 00:39:48,3264.04,INR,NET_BANKING,Provider_A,SUCCESS,NONE,0,REGULAR,87573.39,0,NO,NO_ACTION,NONE
TXN_000056,CUST_03763,2026-06-28 00:42:17,2746.77,INR,NET_BANKING,Provider_B,SUCCESS,NONE,0,REGULAR,17672.12,0,NO,NO_ACTION,NONE
TXN_000057,CUST_02623,2026-06-28 00:42:18,3065.57,INR,CREDIT_CARD,Provider_B,SUCCESS,NONE,0,REGULAR,219787.67,2,NO,NO_ACTION,NONE
TXN_000058,CUST_02383,2026-06-28 00:43:47,27324.74,INR,CREDIT_CARD,Provider_B,SUCCESS,NONE,0,HIGH_VALUE,3339049.08,1,NO,NO_ACTION,NONE
TXN_000059,CUST_03693,2026-06-28 00:44:05,3296.55,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,72803.27,0,NO,NO_ACTION,NONE
TXN_000060,CUST_22278,2026-06-28 00:44:26,33315.79,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,9028998.83,1,NO,NO_ACTION,NONE
TXN_000061,CUST_17277,2026-06-28 00:44:42,7522.43,INR,NET_BANKING,Provider_A,SUCCESS,NONE,0,REGULAR,157307.16,0,NO,NO_ACTION,NONE
TXN_000062,CUST_16965,2026-06-28 00:45:06,2837.01,INR,CREDIT_CARD,Provider_C,SUCCESS,NONE,0,REGULAR,43496.97,2,NO,NO_ACTION,NONE
TXN_000063,CUST_22406,2026-06-28 00:46:26,2216.24,INR,UPI,Provider_B,SUCCESS,NONE,0,NEW,3011.24,0,NO,NO_ACTION,NONE
TXN_000064,CUST_17522,2026-06-28 00:50:10,1359.62,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,98578.62,0,NO,NO_ACTION,NONE
TXN_000065,CUST_15309,2026-06-28 00:50:19,6797.35,INR,DEBIT_CARD,Provider_B,SUCCESS,NONE,0,HIGH_VALUE,2909608.16,0,NO,NO_ACTION,NONE
TXN_000066,CUST_18710,2026-06-28 00:50:25,7365.35,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,63550.65,1,NO,NO_ACTION,NONE
TXN_000067,CUST_17523,2026-06-28 00:50:34,5446.21,INR,DEBIT_CARD,Provider_D,SUCCESS,NONE,0,REGULAR,63793.3,0,NO,NO_ACTION,NONE
TXN_000068,CUST_15113,2026-06-28 00:50:43,10866.92,INR,UPI,Provider_D,SUCCESS,NONE,0,HIGH_VALUE,3449303.45,2,NO,NO_ACTION,NONE
TXN_000069,CUST_02702,2026-06-28 00:50:47,26910.46,INR,WALLET,Provider_D,SUCCESS,NONE,0,HIGH_VALUE,5786674.3,1,NO,NO_ACTION,NONE
TXN_000070,CUST_01755,2026-06-28 00:52:51,29227.25,INR,DEBIT_CARD,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,3069964.85,1,NO,NO_ACTION,NONE
TXN_000071,CUST_04166,2026-06-28 00:53:33,7479.38,INR,DEBIT_CARD,Provider_A,SUCCESS,NONE,0,REGULAR,373279.96,0,NO,NO_ACTION,NONE
TXN_000072,CUST_15628,2026-06-28 00:54:33,3458.8,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,2030287.19,1,NO,NO_ACTION,NONE
TXN_000073,CUST_13136,2026-06-28 00:54:38,8825.23,INR,CREDIT_CARD,Provider_D,SUCCESS,NONE,0,HIGH_VALUE,4231066.59,1,NO,NO_ACTION,NONE
TXN_000074,CUST_13758,2026-06-28 00:56:25,2580.43,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,183120.33,0,NO,NO_ACTION,NONE
TXN_000075,CUST_09763,2026-06-28 00:56:37,12917.48,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,4010449.55,0,NO,NO_ACTION,NONE
TXN_000076,CUST_20620,2026-06-28 00:58:12,6775.54,INR,UPI,Provider_C,SUCCESS,NONE,0,REGULAR,76442.07,4,NO,NO_ACTION,NONE
TXN_000077,CUST_18637,2026-06-28 00:58:24,11274.95,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,617562.44,1,NO,NO_ACTION,NONE
TXN_000078,CUST_01279,2026-06-28 00:59:55,1147.23,INR,NET_BANKING,Provider_A,SUCCESS,NONE,0,NEW,5207.62,0,NO,NO_ACTION,NONE
TXN_000079,CUST_05064,2026-06-28 01:01:09,2893.17,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,86173.09,0,NO,NO_ACTION,NONE
TXN_000080,CUST_13735,2026-06-28 01:03:13,2464.13,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,78910.93,1,NO,NO_ACTION,NONE
TXN_000081,CUST_04840,2026-06-28 01:03:17,2091.49,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,51249.71,0,NO,NO_ACTION,NONE
TXN_000082,CUST_03550,2026-06-28 01:04:45,3648.5,INR,UPI,Provider_C,SUCCESS,NONE,0,REGULAR,243651.95,0,NO,NO_ACTION,NONE
TXN_000083,CUST_00243,2026-06-28 01:05:11,11984.04,INR,WALLET,Provider_C,SUCCESS,NONE,0,HIGH_VALUE,3078875.21,0,NO,NO_ACTION,NONE
TXN_000084,CUST_24573,2026-06-28 01:06:44,4388.84,INR,NET_BANKING,Provider_C,SUCCESS,NONE,0,REGULAR,442408.71,2,NO,NO_ACTION,NONE
TXN_000085,CUST_05837,2026-06-28 01:06:52,15287.73,INR,NET_BANKING,Provider_B,SUCCESS,NONE,0,HIGH_VALUE,6572028.94,2,NO,NO_ACTION,NONE
TXN_000086,CUST_10663,2026-06-28 01:07:23,17076.31,INR,NET_BANKING,Provider_C,SUCCESS,NONE,0,HIGH_VALUE,4415231.64,3,NO,NO_ACTION,NONE
TXN_000087,CUST_15775,2026-06-28 01:07:36,10472.29,INR,CREDIT_CARD,Provider_D,SUCCESS,NONE,0,HIGH_VALUE,1187228.44,1,NO,NO_ACTION,NONE
TXN_000088,CUST_06226,2026-06-28 01:07:45,6734.02,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,REGULAR,482905.23,2,NO,NO_ACTION,NONE
TXN_000089,CUST_20395,2026-06-28 01:09:28,1172.62,INR,UPI,Provider_D,SUCCESS,NONE,0,NEW,4846.78,0,NO,NO_ACTION,NONE
TXN_000090,CUST_14889,2026-06-28 01:10:36,13329.8,INR,UPI,Provider_D,SUCCESS,NONE,0,HIGH_VALUE,3368188.49,0,NO,NO_ACTION,NONE
TXN_000091,CUST_17188,2026-06-28 01:12:49,9731.6,INR,NET_BANKING,Provider_C,SUCCESS,NONE,0,HIGH_VALUE,1140784.06,1,NO,NO_ACTION,NONE
TXN_000092,CUST_03879,2026-06-28 01:12:55,1392.93,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,57236.26,2,NO,NO_ACTION,NONE
TXN_000093,CUST_18138,2026-06-28 01:13:27,20876.14,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,7594036.07,1,NO,NO_ACTION,NONE
TXN_000094,CUST_01323,2026-06-28 01:14:26,12130.91,INR,NET_BANKING,Provider_B,SUCCESS,NONE,0,HIGH_VALUE,7052324.05,5,NO,NO_ACTION,NONE
TXN_000095,CUST_08106,2026-06-28 01:15:07,2403.74,INR,CREDIT_CARD,Provider_D,SUCCESS,NONE,0,REGULAR,275116.68,1,NO,NO_ACTION,NONE
TXN_000096,CUST_10872,2026-06-28 01:16:15,1377.61,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,56096.1,0,NO,NO_ACTION,NONE
TXN_000097,CUST_02386,2026-06-28 01:19:20,3162.5,INR,CREDIT_CARD,Provider_C,SUCCESS,NONE,0,REGULAR,21193.16,1,NO,NO_ACTION,NONE
TXN_000098,CUST_14069,2026-06-28 01:19:40,2036.44,INR,DEBIT_CARD,Provider_B,SUCCESS,NONE,0,REGULAR,91318.04,0,NO,NO_ACTION,NONE
TXN_000099,CUST_08613,2026-06-28 01:20:04,8523.62,INR,CREDIT_CARD,Provider_C,SUCCESS,NONE,0,HIGH_VALUE,3682894.36,0,NO,NO_ACTION,NONE
TXN_000100,CUST_03405,2026-06-28 01:20:07,2696.76,INR,UPI,Provider_C,SUCCESS,NONE,0,REGULAR,71802.16,0,NO,NO_ACTION,NONE
TXN_000101,CUST_07199,2026-06-28 01:20:33,14879.01,INR,NET_BANKING,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,4429186.04,0,NO,NO_ACTION,NONE
TXN_000102,CUST_14587,2026-06-28 01:21:24,6778.98,INR,WALLET,Provider_D,SUCCESS,NONE,0,HIGH_VALUE,697884.01,0,NO,NO_ACTION,NONE
TXN_000103,CUST_05695,2026-06-28 01:21:59,2974.95,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,26332.82,0,NO,NO_ACTION,NONE
TXN_000104,CUST_11847,2026-06-28 01:22:42,12382.84,INR,CREDIT_CARD,Provider_D,FAILED,INSUFFICIENT_FUNDS,0,HIGH_VALUE,2913778.3,0,POSSIBLY,WAIT,HIGH
TXN_000105,CUST_17342,2026-06-28 01:22:53,2718.84,INR,DEBIT_CARD,Provider_B,SUCCESS,NONE,0,REGULAR,43066.2,0,NO,NO_ACTION,NONE
TXN_000106,CUST_15375,2026-06-28 01:22:57,1028.52,INR,NET_BANKING,Provider_A,SUCCESS,NONE,0,NEW,2237.94,0,NO,NO_ACTION,NONE
TXN_000107,CUST_19171,2026-06-28 01:23:56,1538.5,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,110000.48,1,NO,NO_ACTION,NONE
TXN_000108,CUST_17384,2026-06-28 01:24:45,1149.27,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,89647.24,0,NO,NO_ACTION,NONE
TXN_000109,CUST_12187,2026-06-28 01:24:58,1402.05,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,REGULAR,106596.48,0,NO,NO_ACTION,NONE
TXN_000110,CUST_13075,2026-06-28 01:25:46,12959.56,INR,UPI,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,2295947.48,2,NO,NO_ACTION,NONE
TXN_000111,CUST_06683,2026-06-28 01:26:39,28428.19,INR,CREDIT_CARD,Provider_C,SUCCESS,NONE,0,HIGH_VALUE,8947162.42,3,NO,NO_ACTION,NONE
TXN_000112,CUST_23304,2026-06-28 01:27:04,3437.48,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,740801.48,0,NO,NO_ACTION,NONE
TXN_000113,CUST_22544,2026-06-28 01:27:35,10053.29,INR,CREDIT_CARD,Provider_D,SUCCESS,NONE,0,HIGH_VALUE,1616277.66,0,NO,NO_ACTION,NONE
TXN_000114,CUST_20456,2026-06-28 01:28:05,968.9,INR,DEBIT_CARD,Provider_C,SUCCESS,NONE,0,REGULAR,79598.67,0,NO,NO_ACTION,NONE
TXN_000115,CUST_03754,2026-06-28 01:29:53,2484.6,INR,NET_BANKING,Provider_B,SUCCESS,NONE,0,REGULAR,111321.92,0,NO,NO_ACTION,NONE
TXN_000116,CUST_19358,2026-06-28 01:30:46,6934.47,INR,UPI,Provider_B,SUCCESS,NONE,0,HIGH_VALUE,1465284.44,1,NO,NO_ACTION,NONE
TXN_000117,CUST_23186,2026-06-28 01:31:31,2563.88,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,60372.84,1,NO,NO_ACTION,NONE
TXN_000118,CUST_22740,2026-06-28 01:32:06,3911.38,INR,UPI,Provider_D,SUCCESS,NONE,0,HIGH_VALUE,3181312.59,2,NO,NO_ACTION,NONE
TXN_000119,CUST_22619,2026-06-28 01:32:49,6960.46,INR,NET_BANKING,Provider_D,SUCCESS,NONE,0,REGULAR,87777.35,0,NO,NO_ACTION,NONE
TXN_000120,CUST_16928,2026-06-28 01:35:59,1564.79,INR,CREDIT_CARD,Provider_B,FAILED,INVALID_CARD,0,REGULAR,94809.11,3,POSSIBLY,PAYMENT_METHOD_UPDATE,LOW
TXN_000121,CUST_06322,2026-06-28 01:36:43,4152.89,INR,UPI,Provider_C,SUCCESS,NONE,0,REGULAR,234798.24,1,NO,NO_ACTION,NONE
TXN_000122,CUST_14720,2026-06-28 01:36:44,4126.12,INR,UPI,Provider_C,SUCCESS,NONE,0,REGULAR,456817.39,0,NO,NO_ACTION,NONE
TXN_000123,CUST_07156,2026-06-28 01:38:09,1963.4,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,29639.22,1,NO,NO_ACTION,NONE
TXN_000124,CUST_20065,2026-06-28 01:39:32,19829.25,INR,NET_BANKING,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,4460598.34,1,NO,NO_ACTION,NONE
TXN_000125,CUST_04354,2026-06-28 01:39:33,13029.7,INR,NET_BANKING,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,3564171.92,0,NO,NO_ACTION,NONE
TXN_000126,CUST_05460,2026-06-28 01:39:41,24371.52,INR,UPI,Provider_B,SUCCESS,NONE,0,HIGH_VALUE,1992224.63,0,NO,NO_ACTION,NONE
TXN_000127,CUST_06695,2026-06-28 01:40:04,2936.31,INR,CREDIT_CARD,Provider_B,SUCCESS,NONE,0,REGULAR,362153.34,0,NO,NO_ACTION,NONE
TXN_000128,CUST_14938,2026-06-28 01:40:30,2397.09,INR,UPI,Provider_C,SUCCESS,NONE,0,REGULAR,269594.23,1,NO,NO_ACTION,NONE
TXN_000129,CUST_14772,2026-06-28 01:40:45,10745.95,INR,NET_BANKING,Provider_B,SUCCESS,NONE,0,HIGH_VALUE,1294867.27,0,NO,NO_ACTION,NONE
TXN_000130,CUST_13825,2026-06-28 01:40:47,2772.51,INR,NET_BANKING,Provider_B,SUCCESS,NONE,0,REGULAR,81709.23,0,NO,NO_ACTION,NONE
TXN_000131,CUST_03660,2026-06-28 01:41:00,5108.63,INR,CREDIT_CARD,Provider_C,SUCCESS,NONE,0,HIGH_VALUE,2389879.39,1,NO,NO_ACTION,NONE
TXN_000132,CUST_11671,2026-06-28 01:41:21,577.77,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,10841.0,0,NO,NO_ACTION,NONE
TXN_000133,CUST_23213,2026-06-28 01:42:17,2944.1,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,62237.0,0,NO,NO_ACTION,NONE
TXN_000134,CUST_23457,2026-06-28 01:43:04,980.73,INR,DEBIT_CARD,Provider_A,SUCCESS,NONE,0,REGULAR,195075.93,3,NO,NO_ACTION,NONE
TXN_000135,CUST_12086,2026-06-28 01:46:21,2503.22,INR,UPI,Provider_B,SUCCESS,NONE,0,REGULAR,111973.34,1,NO,NO_ACTION,NONE
TXN_000136,CUST_06627,2026-06-28 01:46:31,5057.83,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,REGULAR,132434.03,2,NO,NO_ACTION,NONE
TXN_000137,CUST_24816,2026-06-28 01:46:45,17451.54,INR,UPI,Provider_C,SUCCESS,NONE,0,HIGH_VALUE,7064458.03,1,NO,NO_ACTION,NONE
TXN_000138,CUST_05555,2026-06-28 01:49:07,2745.05,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,265790.53,1,NO,NO_ACTION,NONE
TXN_000139,CUST_21045,2026-06-28 01:50:16,23892.69,INR,CREDIT_CARD,Provider_B,FAILED,BANK_TIMEOUT,0,HIGH_VALUE,2901835.33,2,YES,RETRY,HIGH
TXN_000140,CUST_07429,2026-06-28 01:51:11,2105.84,INR,NET_BANKING,Provider_B,SUCCESS,NONE,0,REGULAR,116858.62,4,NO,NO_ACTION,NONE
TXN_000141,CUST_22741,2026-06-28 01:53:12,3695.17,INR,CREDIT_CARD,Provider_D,SUCCESS,NONE,0,REGULAR,257771.42,0,NO,NO_ACTION,NONE
TXN_000142,CUST_02980,2026-06-28 01:55:59,6654.41,INR,DEBIT_CARD,Provider_A,FAILED,BANK_TIMEOUT,3,HIGH_VALUE,4112779.8,0,NO,PAYMENT_LINK,HIGH
TXN_000143,CUST_07987,2026-06-28 01:56:05,3554.08,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,REGULAR,126358.87,0,NO,NO_ACTION,NONE
TXN_000144,CUST_16163,2026-06-28 01:58:41,4768.34,INR,WALLET,Provider_C,SUCCESS,NONE,0,REGULAR,81017.57,1,NO,NO_ACTION,NONE
TXN_000145,CUST_02377,2026-06-28 01:59:35,1710.51,INR,CREDIT_CARD,Provider_C,SUCCESS,NONE,0,REGULAR,87597.99,0,NO,NO_ACTION,NONE
TXN_000146,CUST_09916,2026-06-28 02:00:01,7896.81,INR,UPI,Provider_A,SUCCESS,NONE,0,HIGH_VALUE,1880946.08,5,NO,NO_ACTION,NONE
TXN_000147,CUST_09968,2026-06-28 02:00:05,1381.1,INR,CREDIT_CARD,Provider_A,SUCCESS,NONE,0,NEW,6063.49,0,NO,NO_ACTION,NONE
TXN_000148,CUST_12876,2026-06-28 02:00:31,1680.97,INR,WALLET,Provider_C,SUCCESS,NONE,0,REGULAR,113101.28,0,NO,NO_ACTION,NONE
TXN_000149,CUST_00095,2026-06-28 02:01:52,2409.47,INR,UPI,Provider_A,SUCCESS,NONE,0,REGULAR,158600.34,2,NO,NO_ACTION,NONE
TXN_000150,CUST_16363,2026-06-28 02:03:01,6702.19,INR,UPI,Provider_C,SUCCESS,NONE,0,HIGH_VALUE,5799679.15,1,NO,NO_ACTION,NONE
TXN_000151,CUST_10358,2026-06-28 02:03:57,3885.69,INR,UPI,Provider_C,SUCCESS,NONE,0,REGULAR,348618.55,3,NO,NO_ACTION,NONE
