event_id,timestamp,event_type,transaction_id,customer_id,provider,severity,metadata
EVT_0000011,2026-06-28 00:37:04,CHECKOUT_ABANDONED,,CUST_02933,Provider_A,WARNING,"{""abandoned_step"": ""OTP_INPUT_SCREEN"", ""cart_value"": 1457.74, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.84, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000012,2026-06-28 00:42:01,CHECKOUT_ABANDONED,,CUST_15074,Provider_C,WARNING,"{""abandoned_step"": ""PAYMENT_METHOD_SELECTION"", ""cart_value"": 1695.04, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.74, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000013,2026-06-28 00:49:07,POLICY_BLOCKED,TXN_000038,CUST_11909,Provider_B,WARNING,"{""policy_rule"": ""POL_MAX_RETRIES_EXCEEDED"", ""retry_attempts_exhausted"": 4, ""action"": ""HALT_AUTOMATIC_RETRY"", ""suggested_fallback"": ""WAIT""}"
EVT_0000014,2026-06-28 01:09:44,CHECKOUT_ABANDONED,,CUST_20542,Provider_C,WARNING,"{""abandoned_step"": ""CART_REVIEW"", ""cart_value"": 3216.55, ""device_type"": ""MOBILE_WEB"", ""intent_score"": 0.94, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000015,2026-06-28 01:16:07,PAYMENT_RETRY,TXN_000038,CUST_11909,Provider_B,INFO,"{""attempt_number"": 4, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""INSUFFICIENT_FUNDS""}"
EVT_0000016,2026-06-28 01:22:42,PAYMENT_FAILED,TXN_000104,CUST_11847,Provider_D,ERROR,"{""failure_reason"": ""INSUFFICIENT_FUNDS"", ""amount"": 12382.84, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""WAIT""}"
EVT_0000017,2026-06-28 01:23:16,CHECKOUT_ABANDONED,,CUST_09649,Provider_B,WARNING,"{""abandoned_step"": ""PAYMENT_METHOD_SELECTION"", ""cart_value"": 1014.42, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.66, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000018,2026-06-28 01:35:59,PAYMENT_FAILED,TXN_000120,CUST_16928,Provider_B,WARNING,"{""failure_reason"": ""INVALID_CARD"", ""amount"": 1564.79, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0000019,2026-06-28 01:50:16,PAYMENT_FAILED,TXN_000139,CUST_21045,Provider_B,ERROR,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 23892.69, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000020,2026-06-28 01:55:59,PAYMENT_FAILED,TXN_000142,CUST_02980,Provider_A,ERROR,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 6654.41, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 3, ""is_recoverable"": ""NO"", ""recommended_action"": ""PAYMENT_LINK""}"
EVT_0000021,2026-06-28 01:56:19,CHECKOUT_ABANDONED,,CUST_00713,Provider_B,WARNING,"{""abandoned_step"": ""PAYMENT_METHOD_SELECTION"", ""cart_value"": 1447.21, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.54, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000022,2026-06-28 02:01:59,PAYMENT_RETRY,TXN_000142,CUST_02980,Provider_A,INFO,"{""attempt_number"": 2, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0000023,2026-06-28 02:06:30,CHECKOUT_ABANDONED,,CUST_21966,Provider_C,WARNING,"{""abandoned_step"": ""CARD_CVV_STEP"", ""cart_value"": 2031.04, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.52, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000024,2026-06-28 02:10:37,PAYMENT_FAILED,TXN_000160,CUST_10243,Provider_B,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 1261.06, ""payment_method"": ""UPI"", ""retry_count"": 1, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000025,2026-06-28 02:10:42,PAYMENT_FAILED,TXN_000161,CUST_16776,Provider_A,WARNING,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 2437.89, ""payment_method"": ""WALLET"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000026,2026-06-28 02:10:42,PAYMENT_FAILED,TXN_000162,CUST_15705,Provider_D,WARNING,"{""failure_reason"": ""NETWORK_ERROR"", ""amount"": 963.38, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000027,2026-06-28 02:10:59,PAYMENT_RETRY,TXN_000142,CUST_02980,Provider_A,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0000028,2026-06-28 02:15:59,POLICY_BLOCKED,TXN_000142,CUST_02980,Provider_A,WARNING,"{""policy_rule"": ""POL_MAX_RETRIES_EXCEEDED"", ""retry_attempts_exhausted"": 3, ""action"": ""HALT_AUTOMATIC_RETRY"", ""suggested_fallback"": ""PAYMENT_LINK""}"
EVT_0000029,2026-06-28 02:16:41,CHECKOUT_ABANDONED,,CUST_06558,Provider_D,WARNING,"{""abandoned_step"": ""PAYMENT_METHOD_SELECTION"", ""cart_value"": 2375.39, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.68, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000030,2026-06-28 02:21:37,PAYMENT_RETRY,TXN_000160,CUST_10243,Provider_B,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0000031,2026-06-28 02:25:59,PAYMENT_RETRY,TXN_000142,CUST_02980,Provider_A,INFO,"{""attempt_number"": 3, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0000032,2026-06-28 02:27:42,PAYMENT_RECOVERED,TXN_000162,CUST_15705,Provider_D,INFO,"{""recovered_amount"": 963.38, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 17, ""settlement_status"": ""CONFIRMED""}"
EVT_0000033,2026-06-28 02:29:27,PAYMENT_FAILED,TXN_000180,CUST_00206,Provider_C,WARNING,"{""failure_reason"": ""PAYMENT_METHOD_EXPIRED"", ""amount"": 958.9, ""payment_method"": ""WALLET"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0000034,2026-06-28 02:29:48,PAYMENT_RECOVERED,TXN_000045,CUST_13604,Provider_D,INFO,"{""recovered_amount"": 4470.07, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 121, ""settlement_status"": ""CONFIRMED""}"
EVT_0000035,2026-06-28 02:39:26,PAYMENT_FAILED,TXN_000199,CUST_24767,Provider_A,WARNING,"{""failure_reason"": ""PAYMENT_METHOD_EXPIRED"", ""amount"": 1982.91, ""payment_method"": ""UPI"", ""retry_count"": 3, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0000036,2026-06-28 02:48:26,PAYMENT_RETRY,TXN_000199,CUST_24767,Provider_A,INFO,"{""attempt_number"": 3, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""PAYMENT_METHOD_EXPIRED""}"
EVT_0000037,2026-06-28 02:52:26,PAYMENT_RETRY,TXN_000199,CUST_24767,Provider_A,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""PAYMENT_METHOD_EXPIRED""}"
EVT_0000038,2026-06-28 02:57:47,PAYMENT_FAILED,TXN_000220,CUST_05281,Provider_B,ERROR,"{""failure_reason"": ""PAYMENT_METHOD_EXPIRED"", ""amount"": 1395.78, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0000039,2026-06-28 02:59:26,PAYMENT_RETRY,TXN_000199,CUST_24767,Provider_A,INFO,"{""attempt_number"": 2, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""PAYMENT_METHOD_EXPIRED""}"
EVT_0000040,2026-06-28 02:59:26,POLICY_BLOCKED,TXN_000199,CUST_24767,Provider_A,WARNING,"{""policy_rule"": ""POL_MAX_RETRIES_EXCEEDED"", ""retry_attempts_exhausted"": 3, ""action"": ""HALT_AUTOMATIC_RETRY"", ""suggested_fallback"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0000041,2026-06-28 03:01:18,PAYMENT_FAILED,TXN_000222,CUST_18745,Provider_D,WARNING,"{""failure_reason"": ""NETWORK_ERROR"", ""amount"": 1626.12, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000042,2026-06-28 03:05:22,PAYMENT_FAILED,TXN_000228,CUST_04507,Provider_B,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 5827.77, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 1, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000043,2026-06-28 03:08:22,PAYMENT_RETRY,TXN_000228,CUST_04507,Provider_B,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""BANK_TIMEOUT""}"
EVT_0000044,2026-06-28 03:09:55,CHECKOUT_ABANDONED,,CUST_10387,Provider_B,WARNING,"{""abandoned_step"": ""MANDATE_AUTHORIZATION"", ""cart_value"": 2550.45, ""device_type"": ""MOBILE_WEB"", ""intent_score"": 0.71, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000045,2026-06-28 03:14:42,PAYMENT_FAILED,TXN_000236,CUST_20727,Provider_C,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 1390.98, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000046,2026-06-28 03:14:54,CHECKOUT_ABANDONED,,CUST_03989,Provider_B,WARNING,"{""abandoned_step"": ""OTP_INPUT_SCREEN"", ""cart_value"": 2516.71, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.92, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000047,2026-06-28 03:15:47,CHECKOUT_ABANDONED,,CUST_07907,Provider_C,WARNING,"{""abandoned_step"": ""CARD_CVV_STEP"", ""cart_value"": 2222.97, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.59, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000048,2026-06-28 03:49:49,CHECKOUT_ABANDONED,,CUST_17375,Provider_D,WARNING,"{""abandoned_step"": ""CART_REVIEW"", ""cart_value"": 2673.5, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.92, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000049,2026-06-28 03:56:22,PAYMENT_RECOVERED,TXN_000228,CUST_04507,Provider_B,INFO,"{""recovered_amount"": 5827.77, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 51, ""settlement_status"": ""CONFIRMED""}"
EVT_0000050,2026-06-28 03:58:13,PAYMENT_FAILED,TXN_000291,CUST_06751,Provider_C,WARNING,"{""failure_reason"": ""INVALID_CARD"", ""amount"": 5234.42, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 1, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0000051,2026-06-28 04:02:19,PAYMENT_FAILED,TXN_000297,CUST_03899,Provider_C,WARNING,"{""failure_reason"": ""INSUFFICIENT_FUNDS"", ""amount"": 894.47, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 1, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""WAIT""}"
EVT_0000052,2026-06-28 04:05:35,PAYMENT_FAILED,TXN_000301,CUST_06896,Provider_D,ERROR,"{""failure_reason"": ""INSUFFICIENT_FUNDS"", ""amount"": 14289.04, ""payment_method"": ""WALLET"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""WAIT""}"
EVT_0000053,2026-06-28 04:09:13,PAYMENT_RETRY,TXN_000291,CUST_06751,Provider_C,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""INVALID_CARD""}"
EVT_0000054,2026-06-28 04:12:19,PAYMENT_RETRY,TXN_000297,CUST_03899,Provider_C,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""INSUFFICIENT_FUNDS""}"
EVT_0000055,2026-06-28 04:19:16,PAYMENT_RECOVERED,TXN_000139,CUST_21045,Provider_B,INFO,"{""recovered_amount"": 23892.69, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 149, ""settlement_status"": ""CONFIRMED""}"
EVT_0000056,2026-06-28 04:20:51,PAYMENT_FAILED,TXN_000323,CUST_15948,Provider_C,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 3670.1, ""payment_method"": ""WALLET"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000057,2026-06-28 04:32:20,PAYMENT_FAILED,TXN_000336,CUST_18200,Provider_C,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 1596.28, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000058,2026-06-28 04:35:22,CHECKOUT_ABANDONED,,CUST_01825,Provider_D,WARNING,"{""abandoned_step"": ""OTP_INPUT_SCREEN"", ""cart_value"": 1544.5, ""device_type"": ""MOBILE_WEB"", ""intent_score"": 0.44, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000059,2026-06-28 04:46:20,PAYMENT_RECOVERED,TXN_000336,CUST_18200,Provider_C,INFO,"{""recovered_amount"": 1596.28, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 14, ""settlement_status"": ""CONFIRMED""}"
EVT_0000060,2026-06-28 04:50:20,PAYMENT_FAILED,TXN_000357,CUST_03704,Provider_C,WARNING,"{""failure_reason"": ""PROVIDER_TIMEOUT"", ""amount"": 3510.66, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000061,2026-06-28 04:50:45,PAYMENT_FAILED,TXN_000358,CUST_11595,Provider_B,ERROR,"{""failure_reason"": ""NETWORK_ERROR"", ""amount"": 11810.37, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000062,2026-06-28 05:03:19,PAYMENT_FAILED,TXN_000373,CUST_11152,Provider_A,WARNING,"{""failure_reason"": ""NETWORK_ERROR"", ""amount"": 7791.27, ""payment_method"": ""WALLET"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000063,2026-06-28 05:03:42,PAYMENT_RECOVERED,TXN_000236,CUST_20727,Provider_C,INFO,"{""recovered_amount"": 1390.98, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 109, ""settlement_status"": ""CONFIRMED""}"
EVT_0000064,2026-06-28 05:04:18,CHECKOUT_ABANDONED,,CUST_11102,Provider_A,WARNING,"{""abandoned_step"": ""OTP_INPUT_SCREEN"", ""cart_value"": 2052.92, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.48, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000065,2026-06-28 05:10:19,PAYMENT_FAILED,TXN_000382,CUST_20746,Provider_B,ERROR,"{""failure_reason"": ""INSUFFICIENT_FUNDS"", ""amount"": 7582.81, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""WAIT""}"
EVT_0000066,2026-06-28 05:25:19,PAYMENT_RECOVERED,TXN_000373,CUST_11152,Provider_A,INFO,"{""recovered_amount"": 7791.27, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 22, ""settlement_status"": ""CONFIRMED""}"
EVT_0000067,2026-06-28 05:38:16,CHECKOUT_ABANDONED,,CUST_17127,Provider_C,WARNING,"{""abandoned_step"": ""OTP_INPUT_SCREEN"", ""cart_value"": 1433.59, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.82, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000068,2026-06-28 05:41:30,PAYMENT_FAILED,TXN_000416,CUST_05459,Provider_C,ERROR,"{""failure_reason"": ""INSUFFICIENT_FUNDS"", ""amount"": 26385.03, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""WAIT""}"
EVT_0000069,2026-06-28 05:49:07,CHECKOUT_ABANDONED,,CUST_14791,Provider_A,WARNING,"{""abandoned_step"": ""OTP_INPUT_SCREEN"", ""cart_value"": 1076.69, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.41, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000070,2026-06-28 05:53:05,CHECKOUT_ABANDONED,,CUST_14049,Provider_A,WARNING,"{""abandoned_step"": ""PAYMENT_METHOD_SELECTION"", ""cart_value"": 1274.68, ""device_type"": ""DESKTOP_WEB"", ""intent_score"": 0.56, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000071,2026-06-28 05:57:50,PAYMENT_FAILED,TXN_000433,CUST_02244,Provider_B,ERROR,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 4216.2, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000072,2026-06-28 06:02:50,PAYMENT_FAILED,TXN_000440,CUST_07602,Provider_B,WARNING,"{""failure_reason"": ""PAYMENT_METHOD_EXPIRED"", ""amount"": 204.62, ""payment_method"": ""NET_BANKING"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0000073,2026-06-28 06:03:28,CHECKOUT_ABANDONED,,CUST_13322,Provider_A,WARNING,"{""abandoned_step"": ""MANDATE_AUTHORIZATION"", ""cart_value"": 1504.55, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.41, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000074,2026-06-28 06:18:23,PAYMENT_FAILED,TXN_000457,CUST_14020,Provider_B,WARNING,"{""failure_reason"": ""INVALID_CARD"", ""amount"": 776.53, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 2, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0000075,2026-06-28 06:25:23,PAYMENT_RETRY,TXN_000457,CUST_14020,Provider_B,INFO,"{""attempt_number"": 1, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""INVALID_CARD""}"
EVT_0000076,2026-06-28 06:30:36,PAYMENT_FAILED,TXN_000473,CUST_19989,Provider_A,WARNING,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 720.11, ""payment_method"": ""UPI"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000077,2026-06-28 06:46:23,PAYMENT_RETRY,TXN_000457,CUST_14020,Provider_B,INFO,"{""attempt_number"": 2, ""max_allowed_attempts"": 3, ""strategy"": ""EXPONENTIAL_BACKOFF"", ""original_failure"": ""INVALID_CARD""}"
EVT_0000078,2026-06-28 06:58:12,PAYMENT_FAILED,TXN_000504,CUST_00972,Provider_C,ERROR,"{""failure_reason"": ""PAYMENT_METHOD_EXPIRED"", ""amount"": 23057.11, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0000079,2026-06-28 07:05:38,PAYMENT_FAILED,TXN_000521,CUST_00844,Provider_D,ERROR,"{""failure_reason"": ""INSUFFICIENT_FUNDS"", ""amount"": 14823.39, ""payment_method"": ""CREDIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""WAIT""}"
EVT_0000080,2026-06-28 07:08:45,PAYMENT_RECOVERED,TXN_000358,CUST_11595,Provider_B,INFO,"{""recovered_amount"": 11810.37, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 138, ""settlement_status"": ""CONFIRMED""}"
EVT_0000081,2026-06-28 07:09:47,CHECKOUT_ABANDONED,,CUST_17668,Provider_C,WARNING,"{""abandoned_step"": ""MANDATE_AUTHORIZATION"", ""cart_value"": 1795.46, ""device_type"": ""MOBILE_APP"", ""intent_score"": 0.45, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000082,2026-06-28 07:13:36,PAYMENT_RECOVERED,TXN_000473,CUST_19989,Provider_A,INFO,"{""recovered_amount"": 720.11, ""recovery_channel"": ""AUTONOMOUS_SMART_RETRY"", ""time_to_recover_minutes"": 43, ""settlement_status"": ""CONFIRMED""}"
EVT_0000083,2026-06-28 07:14:58,CHECKOUT_ABANDONED,,CUST_05585,Provider_D,WARNING,"{""abandoned_step"": ""OTP_INPUT_SCREEN"", ""cart_value"": 1975.96, ""device_type"": ""MOBILE_WEB"", ""intent_score"": 0.55, ""recovery_channel_suggested"": ""WHATSAPP_SAVED_CART_LINK""}"
EVT_0000084,2026-06-28 07:16:03,PAYMENT_FAILED,TXN_000525,CUST_00814,Provider_A,ERROR,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 11131.57, ""payment_method"": ""WALLET"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
EVT_0000085,2026-06-28 07:17:48,PAYMENT_FAILED,TXN_000528,CUST_12539,Provider_C,WARNING,"{""failure_reason"": ""CARD_EXPIRED"", ""amount"": 1147.44, ""payment_method"": ""DEBIT_CARD"", ""retry_count"": 0, ""is_recoverable"": ""POSSIBLY"", ""recommended_action"": ""PAYMENT_METHOD_UPDATE""}"
EVT_0000086,2026-06-28 07:20:12,PAYMENT_FAILED,TXN_000531,CUST_14660,Provider_A,ERROR,"{""failure_reason"": ""BANK_TIMEOUT"", ""amount"": 10242.05, ""payment_method"": ""NET_BANKING"", ""retry_count"": 0, ""is_recoverable"": ""YES"", ""recommended_action"": ""RETRY""}"
